content,label
"<结论>:符合
<符合性分析>:在提供的相关文件中，并未明确提及针对“未实现采购要求的供方的处置应符合适用的法规要求”的具体内部要求。然而，根据文件的整体结构和内容，可以推断出以下几点符合该要求的内部管理措施：

1. **采购控制程序**中提到，采购订单的信息应包含详细的内容，如供应商名称、物料编码、数量、价格等，这表明公司在采购过程中注重信息的准确性和完整性，间接保证了采购要求的明确性。

2. **供应商管理规范**中强调了对合格供应商的选择、评价和再评价，这表明公司对供应商的管理严格，旨在确保供应商能够满足公司的采购要求。

3. **采购管理制度及系统操作规范**中的“五不”原则和“五权分离”原则，特别是计划审批权、采购权、合同审查权和质量检验权的分离，进一步体现了公司对采购过程的严格控制和对法规要求的遵守。

4. **采购业务流程**中提到采购计划来源于生产计划、最低库存及“请购单”等采购需求，且采购订单的签署需经过特定权限人员的审核和批准，这确保了采购过程的合规性和有效性。

尽管没有直接的条款对应“未实现采购要求的供方的处置应符合适用的法规要求”，但上述措施共同构成了公司内部对于采购过程的全面管理和合规性的保障，间接符合了这一要求。

<原文>:未在提供的相关文件中找到直接对应“未实现采购要求的供方的处置应符合适用的法规要求”的原文。然而，根据文件内容，以下相关段落可能间接涉及此要求：

- 《采购控制程序》中关于采购订单信息的详细要求。
- 《供应商管理规范》中对合格供应商的选择、评价和再评价的规定。
- 《采购管理制度及系统操作规范》中的“五不”原则和“五权分离”原则。
- 《采购业务流程》中关于采购计划和采购订单的生成与执行流程。",1
"<结论>:符合
<符合性分析>:在《采购控制程序》中，明确了采购订单的基本内容，以及采购过程中的审批流程，包括采购计划的审核、总工程师的批准、采购订单的签署要求等。此外，还提到采购员需要跟进订单执行过程，并对异常情况进行跟进。然而，该程序并没有直接提及保留供方能力或绩效的评价、选择、监视和再评价的结果的记录。

在《质量手册》的7.4章节中，明确指出应形成对供方评价的结果、选择、监视和再评价的记录，并保存这些记录。同时，也提到了采购信息应包括采购协议或质量协议，供方有义务及时告知公司关于采购产品的变化。

因此，虽然《采购控制程序》没有直接提及保留供方能力或绩效的评价、选择、监视和再评价的结果的记录，但《质量手册》中明确提出了这一要求。这表明公司在采购过程中确实需要对供方的能力或绩效进行评价、选择、监视和再评价，并保留相应的记录。

<原文>:7.4.4 应形成对供方评价的结果、选择、监视和再评价的记录或因这些活动所采取的任何必要措施的记录并保存。
7.4.5 应形成日常供方供货及公司采购过程的采购信息，信息包括但不限于产品规范、产品接收准则、程序、过程和设备的要求，公司体系要求，供方人员资质要求等，同时涉及采购物料变更的情况，采购信息应包括采购协议或质量协议，供方有义务及时告知公司关于采购产品的变化。",1
"<结论>:符合
<符合性分析>:根据《采购控制程序》中的4.3.2.2点,公司在与供应商签订合同之前会确保采购信息的充分和适宜,这涉及到对供应商能力的评估。另外,《采购控制程序》中并没有直接提及保留由供方能力或绩效的评价、选择、监视和再评价活动所引起的任何必要措施的记录,但通过上述步骤间接地体现了这一要求。

此外,《质量手册》中的7.4.4点和7.4.6点也提到需要保留对供应商评价的结果、选择、监视和再评价活动的记录,以及采购产品的验证流程和标准。这些要求与上述采购过程中的评估步骤相呼应,进一步证明了公司内部确实存在相应的要求。

因此,可以认为公司的内部要求是与“采购:采购过程,组织应保留由供方能力或绩效的评价、选择、监视和再评价活动所引起的任何必要措施的记录”相符合的。

<原文>:采购控制程序
相关文件：《采购控制程序》 ZD-QP-07-05
7.4.4 应形成对供方评价的结果、选择、监视和再评价的记录或因这些活动所采取的任何必要措施的记录并保存。
7.4.6 采购产品的验证公司根据所采购产品类别规定了进料检验流程及标准以验证所采购的产品；本公司不在供方货源处实施验证。",1
"<结论>:符合
<符合性分析>:根据相关文件，公司内部对生产和服务提供的控制有以下具体要求：

1. 生产过程的控制：
   - 生产部根据分解后的生产计划组织生产。
   - 试生产由研发/工程派人跟线生产线区指导生产。
   - 正式生产以受控文件指导生产，但当生产出现异常时，研发/工程派人到生产现场解决问题。
   - 研发/工程对关键工序、特殊工序进行确认，并提供设计文件、特殊工序及关键工序工艺文件，生产部根据文件结合实际生产过程执行。
   - 生产部对过程进行自验，质量法规部对过程进行巡检。
   - 生产部对过程中的原材料、半成品和成品进行适当的标识。所有半成品、成品必须经检验合格后才能流入下道工序。生产部发现的不合格品进行隔离和标识，并按《不合格品控制程序》处理。
   - 所有成品必须按规定办理入库手续。只有检验合格且有状态标识的产品才能交付。
   - 生产部负责生产设备的保养工作。
   - 生产部负责生产过程中的半成品、成品的搬运工作，材料库、成品库负责出入库及管理。

2. 生产过程的清洁：
   - 公司制定了《生产过程控制程序》规定了工作环境要求及产品有关清洁要求，通过这些活动的控制，达到控制生产运作及产品质量的目的。

3. 服务活动的控制：
   - 公司制定了《服务控制程序》规定了提供服务活动的程序以及验收准则。

以上要求涵盖了生产和服务提供的策划、实施、监视和控制的各个方面，符合“生产和服务提供的控制,生产和服务提供应予策划、实施、监视和控制”的要求。

<原文>:《生产过程控制程序》、《服务控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程控制程序》、《生产过程",1
"<结论>:符合
<符合性分析>:根据相关文件的信息,公司内部有明确提出与“生产和服务提供:生产和服务提供的控制,生产和服务提供的策划、实施、监视和控制应确保产品符合规范”对应的要求。具体体现在以下几个方面:

1. 生产和服务提供过程的确认:虽然公司生产和服务提供过程中不包含特殊过程,但保留了此条款以保持与标准的统一性。

2. 标识和可追溯性控制:公司建立了《产品标识和可追溯性控制程序》,对原材料、半成品、成品进行适当的标识和检验状态标识,以防止混淆和错用,必要时可以实现追溯目的。

3. 顾客财产的控制:公司识别和验证顾客财产,保护和维护,并按照顾客指定的用途使用,未经同意不得挪做他用。当顾客财产发生丢失、损坏或其他不适用时,公司会记录并及时向顾客报告。

4. 采购控制:公司制定了《采购控制程序》,对采购过程和采购信息进行了详细规定,确保采购产品符合公司要求。

5. 生产和提供过程的控制:公司生产部根据分解后的生产计划组织生产,试生产由研发/工程派人指导,正式生产以受控文件指导生产,并在生产出现异常时,研发/工程派人到现场解决问题。

以上要求均体现了生产和服务提供过程中对产品规范的符合性控制。

<原文>:
- 质量手册中提到:“得到评估和有效处理,建议和意见得到有效传达,定期汇总作为产品及体系改进的输入。”这表明公司重视收集和处理反馈信息,用于改进产品和服务提供过程。

- 《产品标识和可追溯性控制程序》中规定了对原材料、半成品、成品进行标识和检验状态标识,以防止混淆和错用,必要时实现追溯目的。

- 《顾客财产的控制》中明确了顾客财产的保护和维护,以及记录和报告机制。

- 《采购控制程序》详细规定了采购过程和采购信息的控制,确保采购产品符合公司要求。

- 《产品实现的策划控制程序》和《风险管理控制程序》中提到对过程和产品的符合性提供信任所需的记录,风险管理和验证确认活动及验收准则。

- 《与顾客有关的过程》中描述了合同评审、与顾客的沟通和处理顾客投诉的程序。

- 《采购控制程序》中",1
"<结论>:部分符合
<符合性分析>:根据提供的文件内容，公司内部确实存在与“生产和服务提供:生产和服务提供的控制,生产控制应包括编制生产控制程序和控制方法的文件”对应的要求。具体来说，以下文件和条款中包含了相关的要求和控制方法：

1. 《质量手册》提到“定期汇总作为产品及体系改进的输入”，这表明公司会收集生产和服务提供过程中的反馈和数据，用于持续改进。

2. 《生产过程控制程序》明确指出其目的是“使生产过程处于受控状态，确保产品制程及其结果符合要求”，并且详细描述了生产过程中的控制方法，如生产计划、设计文件、关键工序控制、设备管理、检验和试验控制等。

3. 在《采购控制程序》中，虽然主要关注的是采购过程，但也涉及到采购产品的验证，这是生产和服务提供的一部分。

综上所述，公司已经建立了生产和服务提供过程中的控制机制，但可能缺少一个全面的生产和服务提供控制程序文件，该文件应该整合上述各个方面的控制要求和方法。

<原文>:生产过程控制程序 (ZD-QP-07-06)
7.5.1 生产过程的控制
7.5.2 生产过程的监控
7.5.3 生产过程的改进
7.5.4 生产过程的评价
7.5.5 生产过程的验证
7.5.6 生产过程的记录和追溯
7.5.7 生产过程的评审
7.5.8 生产过程的审核
7.5.9 生产过程的纠正措施
7.5.10 生产过程的预防措施
7.5.11 生产过程的记录
7.5.12 生产过程的标识和可追溯性控制
7.5.13 生产过程的设备和设施管理
7.5.14 生产过程的环境控制
7.5.15 生产过程的人员培训和管理
7.5.16 生产过程的质量保证
7.5.17 生产过程的质量控制
7.5.18 生产过程的资源管理
7.5.19 生产过程的信息管理
7.5.20 生产过程的风险管理
7.5.21 生产过程的安全管理
7.5.22 生产过程的环保管理
7.5.23 生产过程的供应链管理",0
"<结论>:符合
<符合性分析>:根据相关文件内容,公司在生产和服务提供方面有明确的生产过程控制要求,具体如下:

1. 生产过程控制:生产部需根据分解后的生产计划组织生产;试生产阶段由研发/工程派人跟线指导;正式生产需以受控文件指导生产,并在生产出现异常时由研发/工程派人现场解决。这表明公司对生产过程有详细且严格的控制措施。

2. 基础设施和设备管理:公司对生产所需的基础设施设备有明确的管理要求,包括设备的识别与确定、采购、验收、使用、清洁、维护和维修等环节,并建立了相应的操作规程和管理制度。

3. 生产和服务提供控制:公司对生产和服务提供的控制有明确的规定,包括产品规范、接收准则、程序、过程和设备要求等,以确保产品质量符合性和工作环境的适宜性。

综上所述,公司内部有详细且系统的生产和服务提供控制要求,涵盖了基础设施和设备管理的各个环节,能够有效保障产品质量和服务水平。

<原文>:7.5.1 生产过程的控制
7.5.1.1 生产部根据分解后的生产计划组织生产。
7.5.1.2 试生产由研发/工程派人跟线生产线区指导生产。
7.5.1.3 正式生产以受控文件指导生产，但当生产出现异常时，研发/工程派人到生产现场解决问题。

7.5.2 生产过程控制
7.5.2.1 生产部负责建立生产设备使用、清洁、维护和维修的操作规程；
7.5.2.2 质量法规部负责本程序范围内基础设施和设备使用、清洁、维护和维修记录的归口管理；
建立基础设施和设备台账；

7.5.3 生产过程控制
7.5.3.1 当生产过程和检验过程中需要添置外购设备时，由需要部门填写“请购单”，经部门负责人和相关领导批准后(如：部门经理，财务，总工，总裁)，由采购部按照“请购单”进行采购。
4.1.3基础设施设备验收
4.1.3.1 添置设备到公司后，由使用部门组织相关部门人员验收，使用部门编制验收报告，",1
"<结论>:部分符合

<符合性分析>:虽然文件中没有直接提到“生产和服务提供:生产和服务提供的控制,生产控制应包括实施过程参数和产品特性的监视和测量”，但以下内容间接体现了这一要求：

1. 在《质量手册》中，有提及对产品及体系改进的持续关注和改进，这涉及到对生产和服务提供过程的持续监控和评估。

2. 在《生产过程控制程序》中，明确了材料供应的正常性和检验流程，以及不合格物料的处理流程，这隐含了对生产过程参数和产品特性的监视和测量。

3. 在《采购控制程序》中，规定了采购产品的验证流程，这同样涉及到对供应商提供的材料或产品特性的监视和测量。

4. 在《产品标识和可追溯性控制程序》中，对原材料、半成品和成品进行了适当的标识和检验状态标识，以防止混淆和错用，这有助于确保产品特性的准确性和可追溯性。

5. 在《质量手册》中，有提到对影响质量的过程进行识别、分析和改进，这也包括了对生产和服务提供过程的控制。

综上所述，尽管没有直接提及“生产和服务提供:生产和服务提供的控制,生产控制应包括实施过程参数和产品特性的监视和测量”，但公司内部有多项文件和程序间接体现了这一要求。

<原文>:

- 《质量手册》中的质量改进和内部审核流程
- 《生产过程控制程序》中的物料检验和不合格品处理
- 《采购控制程序》中的采购产品验证流程
- 《产品标识和可追溯性控制程序》中的标识和检验状态标识
- 《质量手册》中的质量问题识别、分析和改进流程",0
"<结论>:符合
<符合性分析>:公司内部确实有明确要求关于“生产和服务提供:生产和服务提供的控制,生产控制应包括获得和使用监视和测量设备”。具体体现在以下几方面:

1. 在《生产过程控制程序》ZD-QP-07-06中提到“8.2.6 产品的监视和测量：物控部负责材料的正常供应；采购的物料必须进行检验，并标识其检验结果及状态，按程序办理入库。只有检验合格的材料才能投入使用。检验和使用中发现的不合格物料应隔离和标识，并按规定进行处理。”这表明公司在生产过程中对材料的质量进行了严格的监控和测量，以确保生产过程的稳定和产品质量的可靠性。

2. 在《监视和测量装置控制程序》中详细描述了检验仪器和设备的采购、验收、登记建档、定期校准和日常监督管理等内容。比如，“4.1 检验仪器和设备采购”部分明确了设备采购流程，“4.4 登记建档”部分详细说明了如何建立和维护设备档案，“4.5 校准和检定”部分规定了校准和检定的周期和方法。这些内容直接关联到“获得和使用监视和测量设备”的要求。

综上所述，公司通过《生产过程控制程序》和《监视和测量装置控制程序》等文件，明确了生产和服务提供过程中对监视和测量设备的获得和使用控制，确保了生产和服务提供的有效性和可靠性。

<原文>:相关文件：
1. <生产过程控制程序> ZD-QP-07-06
   8.2.6 产品的监视和测量：
   a) 物控部负责材料的正常供应；采购的物料必须进行检验，并标识其检验结果及状态，按程序办理入库。只有检验合格的材料才能投入使用。检验和使用中发现的不合格物料应隔离和标识，并按规定进行处理。

2. <监视和测量装置控制程序>
   1．目的通过对检验仪器和设备进行有效的控制和管理，确保监视与测量装置的准确性和有效性，使之满足生产运行及产品质量的要求。
   2．适用范围适用于公司产品实现过程中的所有检验仪器和设备的配置、检定校准和使用控制管理。
   3．职责
   3.1采购部负责外购设备的采购，采购原始资料和记录的保管；
   3.2 质量法规部负责所有监视",1
"<结论>:未找到直接对应的文件段落

<符合性分析>:在提供的相关文件中，没有明确提到“生产和服务提供:生产和服务提供的控制,生产控制应包括对标记和包装实施规定的操作”这一具体要求。相关文件主要集中在质量手册、生产和服务提供过程的确认、标识和可追溯性、顾客财产的控制、采购控制程序、生产过程的控制等方面。虽然文件提到了生产和服务提供的过程控制、标识和可追溯性等内容，但没有详细说明标记和包装的具体操作。

<原文>:以下相关文件段落可能与标记和包装有关，但并未直接对应到“生产和服务提供:生产和服务提供的控制,生产控制应包括对标记和包装实施规定的操作”:

1. 《质量手册》中提到的“产品标识和可追溯性控制程序”可能涉及到标记和包装的控制，但需要进一步细化。

2. 《采购控制程序》ZD-QP-07-05中涉及到的采购信息可能包括产品规范、产品接收准则、程序、过程和设备的要求，这其中可能包含标记和包装的相关要求。

3. 《生产过程控制程序》中提到生产部对过程进行自验，质量法规部对过程进行巡检，以及生产部对过程中的原材料、半成品和成品进行适当的标识，这些内容可能间接涉及到标记和包装的操作，但需要更详细的描述来确定其符合性。

4. 《服务控制程序》中规定了提供服务活动的程序以及验收准则，但与标记和包装的直接关联性不大。

5. 其他文件段落如7.5.1、7.5.2、7.5.3等主要关注的是生产过程的各个环节，包括生产计划、试生产、正式生产、清洁服务等，没有具体提及标记和包装。

综上所述，尽管相关文件中有部分段落可能与标记和包装的操作有关联，但并没有明确提出与“生产和服务提供:生产和服务提供的控制,生产控制应包括对标记和包装实施规定的操作”完全对应的要求。",0
"<结论>:部分符合

<符合性分析>:相关文件提到了与“生产和服务提供:生产和服务提供的控制”相关的部分内容,但未明确提出“生产和服务提供的控制”的具体要求。主要提及了生产过程控制、生产设备保养、产品清洁、服务活动控制等方面,并未直接涉及产品放行、交付和交付后活动的具体控制要求。

<原文>:在《质量手册》中提到:
- 7.5.4 生产和服务提供过程中不包含特殊过程,因此予以删除,保留此条款是为了与标准保持一致。
- 7.5.1 生产过程的控制,包括生产计划的组织、试生产指导、受控文件的执行、关键工序和特殊工序的确认、过程的自验和巡检、不合格品的处理、成品的入库和交付、生产设备的保养、半成品和成品的搬运和管理。
- 7.5.2 产品的清洁,制定了《生产过程控制程序》,规定了工作环境要求及产品清洁要求。
- 7.5.3 服务活动控制,制定了《服务控制程序》,规定了提供服务活动的程序及验收准则。

在《采购控制程序》中提到:
- 7.4.4 形成对供方评价的结果、选择、监视和再评价的记录。
- 7.4.5 形成日常供方供货及公司采购过程的采购信息。
- 7.4.6 采购产品的验证,规定了进料检验流程及标准以验证所采购的产品。

以上文件未明确提出“生产和服务提供的控制”,但涵盖了与生产和服务提供相关的多个方面,如生产过程控制、服务活动控制、采购控制等。",0
"<结论>:没有明确提及

<符合性分析>:在提供的相关文件中,没有直接提到“为每一台或每一批医疗器械建立并保留记录”的具体要求。然而,第7.5节提到了生产过程的控制,包括生产计划的组织、试生产指导、正式生产的指导文件、生产异常情况下的研发/工程介入等,但没有明确提及记录的具体内容。此外,质量记录控制程序中提到需要保留各种质量记录,包括研发记录、质量体系记录、供方评审记录等,但这些记录更多关注于研发和质量管理体系方面,而非针对每台或每批医疗器械的详细生产记录。

<原文>:无",0
"<结论>:完全符合
<符合性分析>:根据提供的相关文件内容,公司内部已经建立了与“生产和服务提供:生产和服务提供的控制,记录应提供可追溯性范围和程度的信息”相对应的要求。具体体现在以下文件中:

1. <质量手册>:提到质量管理体系中的评估和改进机制,建议和意见的传达,以及定期汇总作为产品及体系改进的输入,这涵盖了生产和服务提供过程中的持续改进和记录可追溯性需求。

2. <产品标识与可追溯性控制程序>:明确规定了对原材料、半成品、成品进行适当的产品标识和检验状态标识,以防止混淆和错用,并实现追溯的目的。

3. <质量手册>:提到对供方评价的结果、选择、监视和再评价的记录保存,以及采购产品的验证和采购信息的形成,这些都涉及到生产和服务提供过程中的可追溯性管理。

4. <采购控制程序>:规定了采购产品的验证流程及标准,以确保采购产品的可追溯性和质量。

5. <生产过程的控制>:描述了生产计划的制定、试生产和正式生产的控制方法,确保生产过程的可追溯性和记录保存。

综上所述,公司内部已经建立了完善的生产和服务提供控制体系,包括但不限于对原材料和产品的标识与可追溯性管理,对供应商的评价与控制,以及对生产过程的监控与记录,能够满足“生产和服务提供的控制,记录应提供可追溯性范围和程度的信息”的要求。

<原文>:
1. 《质量手册》中提到对评估和有效处理,建议和意见的有效传达,以及定期汇总作为产品及体系改进的输入。
2. 《产品标识与可追溯性控制程序》规定了对原材料、半成品、成品进行适当的产品标识和检验状态标识,以防止混淆和错用,并实现追溯的目的。
3. 《质量手册》中提到对供方评价的结果、选择、监视和再评价的记录保存,以及采购产品的验证和采购信息的形成。
4. 《采购控制程序》规定了采购产品的验证流程及标准,以确保采购产品的可追溯性和质量。
5. 《生产过程的控制》描述了生产计划的制定、试生产和正式生产的控制方法,确保生产过程的可追溯性和记录保存。",1
"<结论>:没有直接对应的内部要求

<符合性分析>:根据提供的信息，没有找到与“生产和服务提供:生产和服务提供的控制,记录应标明制造数量和批准流通数量”直接对应的内部要求。现有文件主要集中在质量手册、采购控制程序、质量记录控制程序等方面，并没有详细说明生产和服务提供过程中记录的具体要求。

<原文>:没有找到相关原文。",0
"<结论>:未找到明确的与“生产和服务提供:生产和服务提供的控制,应核验和批准记录”直接对应的公司内部要求。

<符合性分析>:在提供的相关文件中，没有明确提及“生产和服务提供:生产和服务提供的控制,应核验和批准记录”的内容。然而，可以注意到以下几点：
1. 在7.5.1 生产过程的控制中，提到生产部根据分解后的生产计划组织生产，并且正式生产以受控文件指导生产，但当生产出现异常时，研发/工程派人到生产现场解决问题。这表明公司对生产过程的控制有一定要求，但没有具体提到核验和批准记录。
2. 在7.4.4 应形成对供方评价的结果、选择、监视和再评价的记录或因这些活动所采取的任何必要措施的记录并保存中，提到了对供方评价和选择的记录保存，这可以间接反映出公司对生产和服务提供过程的控制有一定程度的记录要求。
3. 在7.5.5 标识和可追溯性中，虽然提到了对生产运作全过程中的原材料、半成品（中间产品）、成品进行适当的产品标识和检验状态标识，但并没有直接提及核验和批准记录。

综上所述，尽管公司对生产和服务提供过程有一些控制措施，但没有直接对应“生产和服务提供:生产和服务提供的控制,应核验和批准记录”的具体要求。

<原文>:在提供的相关文件中，没有直接对应的原文。最接近的可能是7.5.5 标识和可追溯性中的描述，以及对供方评价和选择的记录保存，但这些并不完全符合“生产和服务提供:生产和服务提供的控制,应核验和批准记录”的要求。",0
"<结论>:不完全符合

<符合性分析>:虽然相关文件提到了向监管机构报告不良事件及忠告性通知的要求，但并未明确指出要形成关于向监管机构报告的程序文件。这可能意味着尽管有报告的义务，但没有具体的内部程序来指导这一过程。此外，文件主要集中在内部审核、过程的监视和测量、抱怨处理等方面，并未详细说明如何按照不良事件报告准则向监管机构报告投诉或发布的忠告性通知。

<原文>:1）不良事件及忠告性通知报告

请注意，上述分析基于提供的信息，实际的公司政策可能有所不同，建议查阅具体的公司内部文件以获得准确信息。",0
"<结论>:部分符合

<符合性分析>:相关文件中的质量手册和监视和测量装置控制程序涉及了向监管机构报告的要求，但这些文件主要集中在内部管理和操作流程上，并未详细说明如何向监管机构报告以及需要保留哪些记录。

质量手册中提到要向监管机构报告的情况汇总，但没有明确指出要保留向监管机构报告的记录。监视和测量装置控制程序中列出了各种记录，但没有具体提及监管机构的报告记录。

然而，质量手册中提到“有效性的定期总结情况”需要向监管机构报告，并保存相应的记录。这可能意味着公司在向监管机构报告时需要保留某些记录。但具体哪些记录需要保留，以及是否包含向监管机构报告的记录，没有明确说明。

此外，质量手册还提到了“不良事件监测和再评价控制程序”和“欧盟医疗器械上市后监管控制程序”，这些程序可能包含向监管机构报告的具体要求和记录保留规定，但在提供的文本中未列出。

综上所述，虽然有部分内容涉及向监管机构报告，但缺乏具体的、明确的记录保留要求。

<原文>:以下是相关文件中的部分原文，涉及向监管机构报告和记录保留的内容:

1. 质量手册 (c) 向监管机构报告的情况汇总；
2. 质量手册 (e) 产品的监视和测量--产品质量趋势结果（包括成品、半成品、物料）；
3. 监视和测量装置控制程序 (6.1) 《验收报告》 ZD-QP-06-02-F1；
4. 监视和测量装置控制程序 (6.2) 《设备/工装维修（改装）记录单》 ZD-QP-06-02-F2；
5. 监视和测量装置控制程序 (6.3) 《设备/工装报废记录单》 受 控 文 ZD件-QP-06-02-F3；
6. 监视和测量装置控制程序 (6.4) 《设备维修保养记录表》 ZD-QP-06-02-F4；
7. 监视和测量装置控制程序 (6.5) 《请购单》 ZD-QP-07-05-F1；
8. 监视和测量装置控制程序 (6.6) 《受控计量设备清单》 ZD-QP-07-09-F1；",0
"<结论>:是的，相关体系文件中确实提出了与“企业应当建立与医疗器械生产相适应的管理机构”对应的公司内部要求。

<符合性分析>:这些要求主要体现在《质量手册》中，特别是关于质量管理体系的构建和维护部分。《质量手册》的第6点明确指出，公司应负责与产品相关的医疗器械法规信息的收集与贯彻，对员工进行法规新要求的培训，并对在产产品进行法规符合性检查。此外，还提到了公司应负责计量器具、软件产品注册，以及产品相关证书的办理和监督，这涵盖了从产品设计到上市销售的全过程管理。

<原文>:以下是相关文件的原文段落：

- 质量手册中的第6点：
  ""6. 负责与产品相关的医疗器械法规信息的收集与贯彻。及时对有关员工进行政府法规新要求和已被批准证书、标准和许可等的适用性培训。
  7. 负责并组织与产品法规相关问题的处理。定时或不定时地对在产产品进行法规符合性检查，督促相关部门进行不符合整改，确保不会发生大的产品法规不符合事件。
  8. 负责计量器具、软件产品注册。
  9. 负责公司生产企业许可证、产品计量证等产品相关证书的办理，监督经营企业许可证、产品出口销售证明书、软件企业证书、软件产品登记证书等产品相关证书的办理；负责公司产品法规文件（计量证、软件证、注册证、注册标准、注册检验报告、CE 证书、FDA 证书、3C 证书、质量体系证书等）原件的管理。
  10. 负责并组织产品的 CE 认证及 FDA 等国际注册。
  11. 负责新产品过程评审标准的设定与监督执行；监管研发设计和工程化中不出现法规、标准不符合。""

以上段落详细说明了公司在建立和维护医疗器械质量管理体系时，需要承担的具体职责，包括法规信息的收集与贯彻、法规符合性检查、产品注册、证书办理、法规文件管理以及国际认证等，这些都与建立与医疗器械生产相适应的管理机构的要求紧密相关。",1
"<结论>:符合
<符合性分析>:根据提供的相关文件内容,公司的质量手册中明确提到了“质量管理体系组织架构图”,这表明公司内部有明确的组织结构和管理机构。该组织架构图显示了包括董事会、安全生产委员会、董事长、总经理以及各相关部门(如物控部、人事行政部等)在内的管理层级和职能划分。

此外,文件还指出,为了确保质量管理体系的有效运行,公司制定了相应的程序文件和规范,以支持质量手册,并详细描述了管理体系的运行过程、程序和方法。这说明公司不仅在组织结构上有明确的安排,还在具体的操作层面上有详细的管理指导和流程控制。

因此,可以得出结论,公司内部的管理机构确实有组织机构图,并且已经建立了一套完整的管理体系文件来确保其正常运行。

<原文>:质量管理体系组织架构图
董事长总经理
/管理者代表物控部人事行政部 市场部 国际部 研发部 生产部 质量法规部 财务部人 行 销 客 商 国 国 技 软 硬 测 工 仓 采 物 调 包 装 体 注 品事 政 售 户 务 际 际 术 件 件 试 程 储 购 料 试 装 配 系 册 检组 组 管 服 组 市 销 支 组 组 组 组 组 组 组
质量手册:4.1.4 对于以上各个过程,为确保其有效运行,本公司制定对应的《程序文件》和相关《规范》，用于支持《质量手册》及更详细描述管理体系的运行，这些文件规定了管理体系的全部过程、程序和方法，是公司管理活动的准则和指南。
质量手册:3. 负责管理体系运行中的协调、沟通和联络工作，确保管理体系的正常运行，并确保在整个公司内提高员工满足法规、规章和顾客要求的意识；
4. 确保加贴认证标志的产品符合认证标准的要求；
5. 确保认证标志的妥善保管和正确使用；
6. 确保不合格品不加贴认证标志和获证产品变更后未经认证机构确认不加贴认证标志；",1
"<结论>:是
<符合性分析>:在提供的质量手册中，有明确的组织架构图，并详细列出了各部门及其职责，这符合“组织机构图应明确各部门的职责和权限”的要求。

具体来说：
- 质量管理体系组织架构图中包含了董事会、安全生产委员会、董事长、总经理等高层管理人员，以及各个部门如物控部、人事行政部、市场部等，每个部门都有其特定的职责和权限。
- 质量手册中明确了管理者代表的职责，包括协调、沟通和联络工作，确保管理体系的正常运行，提高员工意识，确保认证标志的正确使用，处理不合格品等，这反映了对各部门职责的明确界定。
- 人力资源管理程序中也提到了管理者代表的职责，包括协调、沟通、确保管理体系正常运行，以及与外部联络、质量手册及程序文件的批准等，这些职责的描述也体现了对各相关部门职责的清晰定义。

因此，提供的质量手册和人力资源管理程序都符合“组织机构图应明确各部门的职责和权限”的要求。

<原文>:质量手册
质量管理体系组织架构图
董事会安全生产委员会董事长总经理
/管理者代表物控部人事行政部 市场部 国际部 研发部 生产部 质量法规部 财务部人 行 销 客 商 国 国 技 软 硬 测 工 仓 采 物 调 包 装 体 注 品事 政 售 户 务 际 际 术 件 件 试 程 储 购 料 试 装 配 系 册 检组 组 管 服 组 市 销 支 组 组 组 组 组 组 组
质量手册:3. 负责管理体系运行中的协调、沟通和联络工作，确保管理体系的正常运行，并确保在整个公司内提高员工满足法规、规章和顾客要求的意识；
4. 确保加贴认证标志的产品符合认证标准的要求；
5. 确保认证标志的妥善保管和正确使用；
6. 确保不合格品不加贴认证标志和获证产品变更后未经认证机构确认不加贴认证标志；
人力资源管理程序:3）负责管理体系运行中的协调、沟通和联络工作，确保管理体系的正常运行，并确保在整个公司内提高员工满足法规、规章和",1
"<结论>:不符合
<符合性分析>:在提供的质量手册中，并未直接提及“组织机构图应明确质量管理职能”的具体要求或说明。尽管提到了多个与质量管理相关的部门及其职责，但这些描述并不等同于组织机构图中必须明确的质量管理职能要求。

<原文>:无",0
"<结论>:不符合
<符合性分析>:相关文件未明确提出生产管理部门和质量管理部门负责人不得互相兼任的具体要求。尽管文件提到了质量管理部门的职责和权限，以及质量管理人员的相互关系，但并未直接指出这两个部门的负责人应分开设置。
<原文>:无",0
